Year,Month,Region,Resource,Rate
2022,3,Trivandrum,"600x120 mm glass shelf with anodised aluminium angle frame, C.P. brass brackets and guard rail of standard size",325.5
2022,3,Trivandrum,Vitreous china flat back wash basin 550x400 mm,864.15
2022,3,Trivandrum,Gunmetal non-return valve-verticlal (screwed end) 80 mm dia,3877.65
2022,3,Trivandrum,C.I. sluice valve (with caps) class II : 100 mm dia,3761.1
2022,3,Trivandrum,C.I. sluice valve (with caps) class II : 125 mm dia,4523.4
2022,3,Trivandrum,C.I. sluice valve (with caps) class II : 150 mm dia,5556.6
2022,3,Trivandrum,C.I. sluice valve (with caps) class II : 200 mm dia,11897.55
2022,3,Trivandrum,C.I. sluice valve (with caps) class II : 250 mm dia,19117.35
2022,3,Trivandrum,C.I. sluice valve (with caps) class II : 300 mm dia,23895.9
2022,3,Trivandrum,15 mm Battery Based Sensor Pillar Cock,7524.3
2022,3,Trivandrum,CP Brass Union 40 mm dia,257.25
2022,3,Trivandrum,"C.C.I. (spun) socketed soil, waste and vent pipe 1.80 metres long : 100 mm dia",1617.0
2022,3,Trivandrum,"C.C.I (spun) socketed soil, waste and vent pipe 1.80 meters long : 75 mm dia",1278.0
2022,3,Trivandrum,S.C.I. S&S bends with access door 100 mm dia,385.2
2022,3,Trivandrum,S.C.I. S&S bends with access door 75 mm dia,318.86
2022,3,Trivandrum,S.C.I. S&S bend 100 mm dia,354.17
2022,3,Trivandrum,S.C.I. S&S bend 75 mm dia,262.15
2022,3,Trivandrum,S.C.I. S&S heel rest sanitary  bend 100 mm dia,396.97
2022,3,Trivandrum,S.C.I S&S heel rest sanitary bend 75 mm dia,335.98
2022,3,Trivandrum,S.C.I. S&S single equal junctions 100x100x100 mm,629.16
2022,3,Trivandrum,S.C.I. S&S single equal junctions 75x75x75 mm,440.84
2022,3,Trivandrum,S.C.I. S&S single equal junctions wtih access door 100x100x100 mm,660.19
2022,3,Trivandrum,S.C.I. S&S single equal junctions with access door 75x75x75 mm,497.55
2022,3,Trivandrum,S.C.I. S&S double equal junctions 100x100x100x100 mm,822.83
2022,3,Trivandrum,S.C.I. S&S double equal junctions 75x75x75x75 mm,616.32
2022,3,Trivandrum,S.C.I. S&S double equal junctions with access door 100x100x100x100 mm,818.55
2022,3,Trivandrum,S.C.I. S&S double equal junctions with access door 75x75x75x75 mm,638.79
2022,3,Trivandrum,S.C.I. S&S single unequal junctions 100x100x75 mm,756.49
2022,3,Trivandrum,S.C.I. S&S single unequal junctions with access door 100x100x75 mm,848.51
2022,3,Trivandrum,S.C.I. S&S double unequal junctions 100x100x75x75 mm,1059.3
2022,3,Trivandrum,S.C.I. S&S double unequal junctions with access door 100x100x75x75,1125.64
2022,3,Trivandrum,S.C.I. S&S single equal invert branch of required degree 100x100x100 mm dia,568.17
2022,3,Trivandrum,S.C.I. S&S single equal invert branch of required degree 75x75x75 mm dia,432.28
2022,3,Trivandrum,S.C.I. S&S double equal invert branch of required degree 100x100x100x100 mm dia,704.06
2022,3,Trivandrum,S.C.I. S&S double equal invert branch of required degree 75x75x75x75 mm dia,568.17
2022,3,Trivandrum,S.C.I. S&S single unequal invert branch of required degree 100x100x75 mm dia,723.32
2022,3,Trivandrum,S.C.I. S&S double unequal invert branch of required degree 100x100x75x75xmm dia,959.79
2022,3,Trivandrum,"S.C.I. S&S, 75 mm offsets for 75 mm dia pipe",301.74
2022,3,Trivandrum,"S.C.I. S&S, 150 mm offset for 75 mm dia pipe",380.92
2022,3,Trivandrum,"S.C.I. S&S, 150 mm offset for 100 mm dia pipe",516.81
2022,3,Trivandrum,"S.C.I. S&S, 114 mm offset for 75 mm dia pipe",399.11
2022,3,Trivandrum,"S.C.I. S&S, 114 mm offset for 100 mm dia pipe",508.79
2022,3,Trivandrum,"S.C.I S&S, 152 mm offset for 75 mm dia pipe",473.69
2022,3,Trivandrum,"S.C.I. S&S, 152 mm offset for 100 mm dia pipe",618.46
2022,3,Trivandrum,"S.C.I. S&S, door peeces 100 mm dia",530.72
2022,3,Trivandrum,"S.C.I. S&S, door pieces 75 mm dia",394.72
2022,3,Trivandrum,"S.C.I. S&S, Slotted Cowl (Terminal Guard) 100 mm",464.92
2022,3,Trivandrum,"S.C.I. S&S, Slotted Cowl (Terminal Guard) 75 mm",399.11
2022,3,Trivandrum,"S.C.I. S&S, collars 100 mm",333.31
2022,3,Trivandrum,"S.C.I. S&S, collars 75 mm",228.02
2022,3,Trivandrum,"S.C.I. S&S, 75 mm offset for 75 mm dia pipe",289.44
2022,3,Trivandrum,"S.C.I. S&S, 75 mm offset for mm dia pipe",482.46
2022,3,Trivandrum,Vitreous china toilet paper holder of standard size,188.5
2022,3,Trivandrum,560 mm dia cover with frame (Heavy duty),11074.0
2022,3,Trivandrum,560 mm dia cover without frame (Heavy duty),6154.0
2022,3,Trivandrum,"Galvanized iron (1.6 +/- 0.2 mm) thick reinforcement for small series casement window/ door frame, sash, mulion & small series sliding window frame",91.3
2022,3,Trivandrum,"Galvanized iron (1.6 +/- 0.2mm) thick reinforcement for big series casement window/ door frame, sash mullion & small series sliding window frame",98.0
2022,3,Trivandrum,Galvanized iron (1.6 +/- 0.2mm) thick reinforcement for big series casement door sash,126.0
2022,3,Trivandrum,Galvanized iron (1.6 +/- 0.2mm) thick reinforcement for big series sliding window/ door sash,124.0
2022,3,Trivandrum,G. I fasteners 100 x 8 mm,35.0
2022,3,Trivandrum,Stainless steel (Grade - 304) hollow section round/square tubes,349.0
2022,3,Trivandrum,Stainless steel bolts /square bar and plates,178.0
2022,3,Trivandrum,Pressed steel door fames (mild steel sheet 1.60 mm ) Profile,285.0
2022,3,Trivandrum,Pressed steel door fames (mild steel sheet 1.60 mm ) Profile,326.0
2022,3,Trivandrum,Pressed steel door fames (mild steel sheet 1.60 mm ) Profile,355.0
2022,3,Trivandrum,Mild steel tubes hot finished welded type,94.0
2022,3,Trivandrum,Mild steel tubes hot finished seamless type,100.0
2022,3,Trivandrum,Mild steel tubes electric resistant or induction butt welded,105.6
2022,3,Trivandrum,Circular C.I. Bok for ceiling fan,88.0
2022,3,Trivandrum,Pulley 40 mm dia,43.66
2022,3,Trivandrum,Aluminium primer,154.0
2022,3,Trivandrum,Red oxide Zinc chromate primer,162.0
2022,3,Trivandrum,Copper acetate,375.0
2022,3,Trivandrum,Hydrochloric acid,51.0
2022,3,Trivandrum,Copper chloride,375.0
2022,3,Trivandrum,Copper nitrate,277.0
2022,3,Trivandrum,Ammonium chloride,33.0
2022,3,Trivandrum,Mobil oil,355.0
2022,3,Trivandrum,ss pipe 304 grades with press fit technology as per JIS 3448 Standard 48.60 mm outer dia,847.0
2022,3,Trivandrum,Coloured inter locking C.C. paver block,660.0
2022,3,Trivandrum,White marble slab Makrana second quality plain veined 18 mm thick,2343.0
2022,3,Trivandrum,Pink marble slab plain 18 mm thick,802.0
2022,3,Trivandrum,Udaypur green marble slab plain 18 mm thick,990.0
2022,3,Trivandrum,Black Zebra Marble slab plain 18 mm thick,744.0
2022,3,Trivandrum,Sand zone V (jamina),1400.0
2022,3,Trivandrum,Brass 100 mm mortice latch and lock with 6 levers without pair of handles,373.0
2022,3,Trivandrum,Pair Anodised Aluminium lever handles for 100 mm mortice latch and lock,413.33
2022,3,Trivandrum,Vitreous china flat back wash basin 450x300 mm,685.36
2022,3,Trivandrum,Vitreous china 10 litres low level cistern without fittings,1037.92
2022,3,Trivandrum,Vitreous china 10 litres low level cistern with fittings,1719.12
2022,3,Trivandrum,F.P.S. (non modular) clay fly ash bricks class designation 7.5,6850.0
2022,3,Trivandrum,12.5 mm thick tapered edge gypsum plain board,258.96
2022,3,Trivandrum,Galvanised Steel celling section (size 80x26x0.50 mm),62.4
2022,3,Trivandrum,Galvanised Steel perimetre Channel (Size 20x27x30x0.50 mm),46.8
2022,3,Trivandrum,Galvanised Steel intermediate Channel (Size 15x45x15x0.90 mm),61.36
2022,3,Trivandrum,Galvanised Steel angle hanger (Celling angle) (Size 25x10x0.50 mm),37.44
2022,3,Trivandrum,Galvanised Steel connecting clips (2.64 dia and 230 mm long GI wire),11.44
2022,3,Trivandrum,Galvanised Steel soffit cleat (Size 27x37x25x0.60 mm),10.4
2022,3,Trivandrum,Joint filler,40.0
2022,3,Trivandrum,Joint finisher,43.0
2022,3,Trivandrum,Joint tape roll,211.0
2022,3,Trivandrum,Dash fastener/chemical Fastener,27.0
2022,3,Trivandrum,All drive screws (for gypsum board),80.0
2022,3,Trivandrum,Primer (for gypsum board),114.0
2022,3,Trivandrum,Chlorpyriphos 20% E.C. / Lindane 20% E.C.,211.0
2022,3,Trivandrum,Chromium plated brackets (curtain rods),16.0
2022,3,Trivandrum,Acid Proof cement,10031.0
2022,3,Trivandrum,Self tapping pan head nickel coated mild steel screws of size 13 x 3.2 mm,684.0
2022,3,Trivandrum,Fibre joint tape 50 mm wide (90 metre) roll,217.0
2022,3,Trivandrum,M.S. Butt hinges 125x90x4 mm,152.0
2022,3,Trivandrum,12.5 mm thick Fully Perforated gypsum board,1152.0
2022,3,Trivandrum,Galvanised wire mesh of average width of aperture 1.4 and nominal dia. of wire 0.63 mm,311.5
2022,3,Trivandrum,12.5 mm thick tapered edge gypsum fire resistant board,298.0
2022,3,Trivandrum,12.5 mm thick tapered edge gypsum moisture resistant board,344.5
2022,3,Trivandrum,Frosted glass sheet or nominal thickness 4 mm (weighing not less than 10 kg/sqm),445.4
2022,3,Trivandrum,Nickel plated M.S. pipe 25 mm dia.,104.6
2022,3,Trivandrum,Nickel plated M.S. pipe 20 mm dia,95.8
2022,3,Trivandrum,Nickel palted M.S. Brackets for curtain rod 20 mm,14.0
2022,3,Trivandrum,Nickel plated M.S. Bracekts for curtain rod 25 mm,16.0
2022,3,Trivandrum,Oxidised mild steel screws 35 mm,73.7
2022,3,Trivandrum,Mild steel conduit pipe (heavy type) ISI Marked-20 mm dia.,95.0
2022,3,Trivandrum,Mild steel conduit pipe (heavy type) ISI Marked-25 mm dia,97.0
2022,3,Trivandrum,Rolling shutters of 80x0.90 mm laths,1645.0
2022,3,Trivandrum,Rolling shutters of 80x1.2 mm laths,1810.0
2022,3,Trivandrum,Top cover of Rolling shutters 0.90 mm thick,417.0
2022,3,Trivandrum,Top cover of Rolling shutters 1.20 mm thick,457.0
2022,3,Trivandrum,Rawl plug 50 mm (designation 10 nos),19.3
2022,3,Trivandrum,Teak wood lipping of size 25x3 mm in pelmets,35.66
2022,3,Trivandrum,PU Primer,68.0
2022,3,Trivandrum,40 mm (average) PU spray having 40-45 kg/m3 density,580.0
2022,3,Trivandrum,GI wire netting 3/4,36.0
2022,3,Trivandrum,400 G polythene sheet,23.73
2022,3,Trivandrum,Flat pressed 3 layer and graded particle board (medium density) Grade 1 Conforming to IS : 3087-18 mm thick,590.0
2022,3,Trivandrum,Almonium tee channel (heavy duty) with rollers and stop end,65.66
2022,3,Trivandrum,Aluminium hanging floor door stopper with twin rubber & stopper,85.33
2022,3,Trivandrum,Hydraulic door closer tubular type Aluminium section body,1035.0
2022,3,Trivandrum,Oxidised M.S. casement stay (straight peg type) 300 mm not less than 0.33 kg,39.66
2022,3,Trivandrum,Oxidised M.S. casement stay (straight peg type) 250 mm not less than 0.28 kg,37.0
2022,3,Trivandrum,Oxidised M.S. casement stay (straight peg type)200 mm not less than 0.24 kg,26.0
2022,3,Trivandrum,Extra for providing grilled rolling shutters with 8 mm dia M.S. rod,335.33
2022,3,Trivandrum,Chequered precast cement concrete tiles 22 mm thck using marble chips of size 6 mm - light shade using white cement,490.0
2022,3,Trivandrum,White marble Raj Nagar plain 18 mm thick upto 0.50 sqm area,895.0
2022,3,Trivandrum,Wall mounted water closet,7500.0
2022,3,Trivandrum,Adjustable Vetrious China Cistern with fittings,3800.0
2022,3,Trivandrum,White Vetrious China Waterless Urinal,16500.0
2022,3,Trivandrum,Cistern with fittings for Waterless Urinal,3850.0
2022,3,Trivandrum,White Vetrious Urinal,6000.0
2022,3,Trivandrum,"Acid and alkali resistant tiles 300x300 mm size, 10 mm thick",732.16
2022,3,Trivandrum,S.C.I. Tee 150 mm,770.64
2022,3,Trivandrum,Expanded polystyrene type N- Normal,169.52
2022,3,Trivandrum,Expanded polystyrene type - SE,204.67
2022,3,Trivandrum,Stainless steel kitchen sink - with drain board bowl depth 250 mm,6398.37
2022,3,Trivandrum,Stainless steel kitchen sink - with drain board 510x 1040 mm bowl depth 225 mm.,5258.67
2022,3,Trivandrum,Stainless steel kitchen sink - with drain board 510 x 1040 mm bowl,4916.08
2022,3,Trivandrum,Stainless steel kitchen sink - with drain board 510 x 1040 mm bowl depth 178 mm,4292.41
2022,3,Trivandrum,Stainless steel kitchen sink - without drain board 610x510 mm bowl depth 200 mm,3088.8
2022,3,Trivandrum,Stainless steel kitchen sink - without drain board 610x460 mm bowl depth 200 mm,2659.28
2022,3,Trivandrum,Stainless steel kitchen sink - without drain board 470x420 mm bowl depth 178 mm,2169.44
2022,3,Trivandrum,Coloured Orissa pattern W.C. pan 580x440 mm,1693.12
2022,3,Trivandrum,Coloured Pedestal type W.C. pan 580x440 mm (European type),1539.2
2022,3,Trivandrum,Coloured Vitreous china 10 lit. low level cistern,2221.44
2022,3,Trivandrum,Coloured (other than black)solid P.V.C. seat in European W.C. pan,566.17
2022,3,Trivandrum,Circular shape 450 mm dia Mirror with Plastic moulded frame,583.44
2022,3,Trivandrum,Rectangular shape 453x357 mm Mirror with Plastic moulded frame,413.92
2022,3,Trivandrum,Oval shape 450x350 mm (outer dimension) Mirror with Plastic moulded fame,550.16
2022,3,Trivandrum,Rectangular shape 1500x450 mm Mirror with Plastic moulded frame,1027.52
2022,3,Trivandrum,Hard board 6 mm thick,179.92
2022,3,Trivandrum,Semi Rigid PVC waste pipe for sink and wash basin 32 mm dia with length not less than 700 mm i/c PVC waste fittings,44.48
2022,3,Trivandrum,Semi Rigid PVC waste pipe for sink and wash basin 40 mm dia with length not less than 700 mm i/c PVC waste fittings,56.18
2022,3,Trivandrum,Flexible (coil shaped) PVC waste pipe for sink and wash basin 32 mm dia with length not less than 700 mm i/c PVC waste fittings,46.8
2022,3,Trivandrum,Flexible (coil shaped) PVC waste pipe for sink and wash basin 40 mm dia with length not less than 700 mm i/c PVC waste fittings,50.96
2022,3,Trivandrum,Bottle Traop,941.2
2022,3,Trivandrum,CP Brass Single lever telephonic wall mixer of approved make,5119.92
2022,3,Trivandrum,Coloured High density polyethylene/poly propylene 10 lit. (full flush) capacity controlled low level flushing cistern with fittings,755.14
2022,3,Trivandrum,White Vitreous china 10 lit. (full flush) capacity controlled low level flushing cistern with all fittings,1110.1
2022,3,Trivandrum,Coloured Vitreous china 10 lit. (full flush) capacity controlled low level flushing cistern with all fittings,1547.52
2022,3,Trivandrum,S.W. intercepting trap 100 mm dia,246.48
2022,3,Trivandrum,S.W. intercepting trap 150 mm dia,322.4
2022,3,Trivandrum,Rectangular shape 600x 450 mm precast R.C.C. manhole cover with frame - L.D. - 25,941.2
2022,3,Trivandrum,Square shape 450x450 mm precast R.C.C. manhole cover with frame - L.D. -25,1026.48
2022,3,Trivandrum,Circular shape 450 mm dia precast R.C.C. manhole cover with frame L.D. -25,855.92
2022,3,Trivandrum,Rectangular shape 500x500 mm precast R.C.C. manhole cover with frame - M.D.-10,943.28
2022,3,Trivandrum,Circular shape 500 mm dia precast R.C.C. manhole cover with frame - M.D. 1 10,855.92
2022,3,Trivandrum,Circular shape 560 mm dia precast R.C.C.manhole cover with frame - H.D. - 20,1302.08
2022,3,Trivandrum,Circular shape 560 mm thick shutters with frame E.H.D. -35,1579.76
2022,3,Trivandrum,"Factory made 35 mm thick shutters with laminated veneer lumber styles & rails as per TADS 15:1995 and panels of 12 mm thick plain type-I, medium density flat pressed three layer, graded particle board (FPT -I) as per IS:3087 bonded with  BWP type",2258.88
2022,3,Trivandrum,"Factory made 35 mm thick shutters with laminated veneer lumber styles & rails as per TADS 15:1995 and panels of 12 mm thick both sides prelaminated type - I, medium density flat pressed three layer, graded particle board (FPT - I) as per IS:3087 bonded with BWP type synthetic resin adhesive, as per IS:848",2419.04
2022,3,Trivandrum,"Factory made 35 mm thick shutters with laqminated veneer lumber styles & rails as per TADS 15:1995 and panels of 12 mm thick on e side prelaminated type-I, and other side balancing lamination, medium density flat pressed three layer, graded particle board (FPT-I) as per IS: 3087 bonded with BWP type synthetic resin adhesive, as per IS: 848",2620.8
2022,3,Trivandrum,Factory made 30 mm thick shutters with laminated veneer lumbers styles & rails as per TADS 15:1995 and panels of sheet glass using 10 kg/sqm glass panes,2204.8
2022,3,Trivandrum,Factory made 35 mm thck shutters with laminated veneer lumber styles & rails as per TADS 15:1995 and panels of galvanised wire of dia average width of aperture 1.4 mm in both directions with wire of dia 0.63 mm,2198.0
2022,3,Trivandrum,Factory made 30 mm thick shutters with laminated veneer lumber styles & rauks as oer TADS 15:1995 and panels of galvanised wire gauge with average width of aperture 1.4 mm in both direction with wire of dia 0.63 mm,1965.39
2022,3,Trivandrum,"Laminated veneer lumber confirming to TADS 15:1995 manufactured in factory in frames of doors, windows",941.2
2022,3,Trivandrum,Chemical ASTMC- type I,164.32
2022,3,Trivandrum,C.I. pile shoe,66.56
2022,3,Trivandrum,M.S. clamps for pile shoe,63.44
2022,3,Trivandrum,Bentonite,4314.96
2022,3,Trivandrum,Oxidised M.S. safety chain (weighing not less than 450 gms) for door,81.12
2022,3,Trivandrum,"C.I. grating 150 mm dia, weighing not less than 440 gm",36.4
2022,3,Trivandrum,uPVC pipes (working pressure 4 kg /cm2 ) Single socketed pipe 75 mm dia,93.8
2022,3,Trivandrum,uPVC pipes (working pressure 4 Kg / cm2 ) Single socketed pipe 110 mm dia,172.6
2022,3,Trivandrum,uPVC pipes (working pressure 4 kg/cm 2) Rubber  (seal) Ring 75 mm dia,28.0
2022,3,Trivandrum,uPVC pipes (working pressure 4 kg/cm2) Rubber (seal) Ring 110 mm dia,35.0
2022,3,Trivandrum,"uPVC coupler for uPVC drainage pipes 75 ,mm",40.66
2022,3,Trivandrum,uPVC coupler for uPVC drainage pipes 110 mm,67.66
2022,3,Trivandrum,uPVC pushfit coupler (single) 75 mm thick,32.0
2022,3,Trivandrum,uPVC Pushfit coupler (single) 110 mm thick,48.0
2022,3,Trivandrum,uPVC single equal Tee (without door) 75x75x75 mm,62.0
2022,3,Trivandrum,uPVC single equal Tee (without door) 110x110x110 mm,109.0
2022,3,Trivandrum,uPVC single equal Tee (with door) 75x75x75 mm,80.0
2022,3,Trivandrum,uPVC single equal Tee (with door) 110x110x110 mmmm,126.0
2022,3,Trivandrum,"uPVC bend 87.50, 75 mm bend",52.0
2022,3,Trivandrum,"UPVCbend 87.50, 110 mm bend",84.0
2022,3,Trivandrum,UPVC plain shoe 75 mm bend,39.4
2022,3,Trivandrum,UPVC plain shoe 110 mm bend,69.0
2022,3,Trivandrum,UPVC pipe clip 75 mm bend,31.0
2022,3,Trivandrum,UPVC pipe clip 110 mm bend,50.0
2022,3,Trivandrum,Resin bonded Glass wool 16 kg/m3 50 mm thick,149.0
2022,3,Trivandrum,Resin Bonded Glass wool 24 kg/m3 50 mm thick,209.0
2022,3,Trivandrum,Fibre glass tissue reinforcemet type II Grade I,121.0
2022,3,Trivandrum,Precast chequered cement tiles 22 mm thick Dark shade using ordinary cement,400.0
2022,3,Trivandrum,Precast chequered cement tiles 22 mm thick medium shade using 50% white cement 50% ordinary cement,550.0
2022,3,Trivandrum,High Allbedo paint,335.0
2022,3,Trivandrum,Epoxy paint,530.0
2022,3,Trivandrum,Fire retardant paint,400.0
2022,3,Trivandrum,Melamine polish,500.0
2022,3,Trivandrum,Table rubbed polished stone 18 mm thick (75x50 cm) Agaria Marble stone - 18 mm thick,1900.0
2022,3,Trivandrum,Table rubbed polished stone 18 mm thick (75x50cm) Granite stone - 18mm thick,2511.0
2022,3,Trivandrum,Vertical load testing (INITIAL) of pipes in accordance with IS : 2911 (Part - IV) including installation of loading platform and preparation of pile head or construction of test cap and dismantling of test cap after test etc. complete as per specification and up to 50 MT capacity pile,52000.0
2022,3,Trivandrum,Vertical load testing (INITIAL) of piles in accordance with IS : 2911(Part -IV) including installation of loading platform and preparation of pile head or construction of test cap and dismantling of test cap after test etc. compete as per specification & above 50MT and up to 100 MT,73000.0
2022,3,Trivandrum,Vertical load testing (INIGIAL) pf piles in accordance with IS : 2911 (PART-IV) including installation of loading platform and preparation of pile head or construction of test cap and dismantling of test cap after test etc. complete as per specification & group of two ro more up to 50 MT,82000.0
2022,3,Trivandrum,Cyclic vertical load testing of piles in accordance with IS : 2911 (Part-IV) including prepartion of pile head etv. for Single pile above 50 tonne capacity pile and up to 100 tonnecapacity pile,20925.0
2022,3,Trivandrum,Cyclic vertical load testing of piles in accordance with IS : 2911(Part-IV) including preparation of pile head etc. for Single pile above 50 tonne capacity pile and up to 100 tonnecapacity pile,32085.0
2022,3,Trivandrum,Cyclic vertical load testing of piles in accoraance with IS : 2911 ( Part - IV) including preparation of pile head etc. for Group of two piles up to 50 tonne capacity each,41152.0
2022,3,Trivandrum,Lateral load testing of single pile in accordance with IS : 2911 part -IV for detemining safe allowable lateral load load on pile. up to 50 tonne capacity,20925.0
2022,3,Trivandrum,Lateral load testing of single pile in accordance with IS : 2911 part - IV for detemining safe allowable lateral load on pile. Above 50 tonne capacity,32922.0
2022,3,Trivandrum,Hardening compound,56.0
2022,3,Trivandrum,Road Marking paint (spirit based),167.0
2022,3,Trivandrum,Superior quality road marking paint (water based),210.0
2022,3,Trivandrum,C.P.Brass bibcock 15 mm,523.0
2022,3,Trivandrum,C.P. Brass long nose bibcock 15 mm,550.0
2022,3,Trivandrum,C.P. Brass long body bibcock 15 mm,680.0
2022,3,Trivandrum,C.P. Brass stop cock (concealed) 15 mm,700.0
2022,3,Trivandrum,C.P. Brass angle valve 15 mm,400.0
2022,3,Trivandrum,Pressed clay tiles 20 mm thick 250 x 250 mm size,14100.0
2022,3,Trivandrum,Plain ceiling tiles (BWP type phenol formaldehyde synthetic resin bonded) 600x600x12 mm),175.0
2022,3,Trivandrum,Semi perforated ceiling tiles (600x600x12 mm),170.0
2022,3,Trivandrum,25 mm thick particle board,670.0
2022,3,Trivandrum,30 mm thick prelaminated flush door shutter,1186.0
2022,3,Trivandrum,IInd class teak wood lipping 25 mm wide x 12 mm thick,60.0
2022,3,Trivandrum,25 mm thick melamine faced prelaminated three layer particle board,1311.0
2022,3,Trivandrum,Resin Bonded Rockwool 48kg/m3,294.0
2022,3,Trivandrum,Glass wool 50 mm thick,345.0
2022,3,Trivandrum,Waste plastic additive,53613.0
2022,3,Trivandrum,Chemical ASTMC -type II,237.0
2022,3,Trivandrum,"Granite of any colour, 18 mm thick (slab area upto 0.50 sqm)",2300.0
2022,3,Trivandrum,"Granite of any colour,30 mm thick (slab area up to 0.50 sqm)",3150.0
2022,3,Trivandrum,"Granite of any colour, 18 mm thick (slab area above 0.50 sqm)",2790.0
2022,3,Trivandrum,Aluminium T or L Sections,280.0
2022,3,Trivandrum,For flush door shutters Extra for providing teak veneering on one side instead of commercial veneering,476.0
2022,3,Trivandrum,"Expandable fastener with plastic sleeve and M.S.screws, 25 mm long",14.0
2022,3,Trivandrum,"Expandable fastener with plastic sleeve and M.S.screws, 32 mm long",15.0
2022,3,Trivandrum,"Expandable fastener with plastic sleeve and M.S. screws, 40 mm long",19.0
2022,3,Trivandrum,"Expandable fastener with plastic sleeve and M.S. screws, 50 mm long",21.0
2022,3,Trivandrum,Plasticizer / super plasticizer,120.0
2022,3,Trivandrum,wall form panel 1250x500 mm,1465.0
2022,3,Trivandrum,Tie bolt 12 mm dia 100 mm length,70.0
2022,3,Trivandrum,Tie bolt 12 mm dia 150 mm length,84.0
2022,3,Trivandrum,Tie bolt 20 mm dia 150 mm length,105.0
2022,3,Trivandrum,Tile bolt 20 mm dia 225 mm length,125.0
2022,3,Trivandrum,Spring coil 12 mm,22.0
2022,3,Trivandrum,Plastic cone 12 mm dia,25.0
2022,3,Trivandrum,Corner angle 45x45x5 mm 1.50 m long,418.0
2022,3,Trivandrum,100 mm channel shoulder 2.5 m long,1618.0
2022,3,Trivandrum,Double clip (bridge clip),135.0
2022,3,Trivandrum,Single clip,107.0
2022,3,Trivandrum,M.S. Tube 40 mm dia,395.0
2022,3,Trivandrum,Wall form panel 1250x450xmm,1451.0
2022,3,Trivandrum,Corner angle 45x45x5 mm 2.50 long,474.0
2022,3,Trivandrum,Column clamp 450x1070 mm,1702.0
2022,3,Trivandrum,Prop 2 m (2-3.5m),1158.0
2022,3,Trivandrum,Binding wire,88.0
2022,3,Trivandrum,Lock Bar (E 250) - 10 thick MS Plate,101.0
2022,3,Trivandrum,Gun metal cramp,460.0
2022,3,Trivandrum,Stainless steel cramp,479.0
2022,3,Trivandrum,Stainless steel pin,266.0
2022,3,Trivandrum,Adjustable span ESO+SI (2.35-3.40),2650.0
2022,3,Trivandrum,Adjustable telescopic prop 3 m (2.02-3.75m),1674.0
2022,3,Trivandrum,Beam clamp 300-380 mm (450-1070 mm),589.0
2022,3,Trivandrum,Prop 4 m,1632.0
2022,3,Trivandrum,Double coupler,77.0
2022,3,Trivandrum,Cadmium plated full threaded steel screws (30x4 mm dia.),39.0
2022,3,Trivandrum,Aluminium washer 2 mm thick 15 mm dia,14.0
2022,3,Trivandrum,12 mm M.S. 'U' beading,21.0
2022,3,Trivandrum,Plastic encapsulated  M.S. foor rest 30x20x15 cm,160.0
2022,3,Trivandrum,"Flushing Cistern P.V.C. 10 lts capacity (low level) (white) (with fittings, accessories  and flush pipe)",893.0
2022,3,Trivandrum,P.V.C. automatic flushing cistern 5 lts capacity,684.0
2022,3,Trivandrum,P.V.C. Automatic flushing cistern  10 lts capacity,739.0
2022,3,Trivandrum,15 mm C.P. brass tap with elbow operation lever,1220.0
2022,3,Trivandrum,White glazed fire clay draining board 600x450x25 mm,767.0
2022,3,Trivandrum,Glass reinforced Gypsum (GRG) board 12.5 mm thick,345.0
2022,3,Trivandrum,Galvanised M.S. sheet 0.5 mm thick pressed channel section of size 50x32 mm,85.0
2022,3,Trivandrum,GFRG Panel of 124 mm thick,1130.0
2022,3,Trivandrum,Galvanised M.S. sheet 0.50 mm thick pressed stud. 48x34x36 mm,105.0
2022,3,Trivandrum,G.I. flush pipe and C.P. brass spreader including C.P. connecting pipe Single lipped urinal,649.0
2022,3,Trivandrum,G.I. flush pipe and C.P. brass spreader including C.P. connecting pipe Range of two lipped urinals,1465.0
2022,3,Trivandrum,G.I. flush pipe and C.P. brass spreader including C.P. connecting pipe Range of three lipped urinals,1744.0
2022,3,Trivandrum,G.I. flush pipe and C.P. brass spreader including C.P. connecting pipe Range of four lipped urinals,2650.0
2022,3,Trivandrum,White vitreous china clay half stall urinal flat back 580x380x350 mm or angle back 450x375x350 mm with waste fittings as per IS: 2556,2500.0
2022,3,Trivandrum,Precast R.C.C. grating with frame 500x450 mm horizontal grating,907.0
2022,3,Trivandrum,Precast R.C.C. grating with frame 450x100 mm vertical grating,453.0
2022,3,Trivandrum,12 mm dia 50 mm long wedge type expanded zinc alloy dash fastener,10.0
2022,3,Trivandrum,3 mm thick translucent white acrylic plastic sheet,795.0
2022,3,Trivandrum,12 mm thick particle board ceiling tile,400.0
2022,3,Trivandrum,Spigot for standard jointing,63.0
2022,3,Trivandrum,"Dash hold fastener 12.5 mm dia, 50 mm long with 6 mm dia bolt",70.0
2022,3,Trivandrum,Anodising 15 microns on aluminium sections,57.0
2022,3,Trivandrum,Neoprene / EPDM rubber gasket,37.0
2022,3,Trivandrum,Anodising 25 microns on aluminium sections,71.0
2022,3,Trivandrum,Powder coating 50 microns on aluminium sections,90.0
2022,3,Trivandrum,Polyester powder coating 50 microns on aluminium sections,98.0
