Year,Month,Region,Resource,Rate
2022,1,Trivandrum,Vitreous china squatting plate urinal,1103.6
2022,1,Trivandrum,H.P. or L.P. ball valve with polythene floats: 15 mm dia,299.88
2022,1,Trivandrum,H.P. or L.P. ball valve with polythene floats: 20 mm dia,432.33
2022,1,Trivandrum,H.P. or L.P. ball valve with polythene floats: 25 mm dia,421.26
2022,1,Trivandrum,20 mm dia Gunmetal gate valve with wheel,508.98
2022,1,Trivandrum,Brass full way valve with C.I. wheel (screwed end) 25 mm dia,468.18
2022,1,Trivandrum,Brass full way valve with C.I. wheel (screwed end) 32 mm dia,718.08
2022,1,Trivandrum,Brass full way valve with C.I. wheel (screwed end) 40 mm dia,1068.96
2022,1,Trivandrum,Brass full way valve with C.I. wheel (screwed end) 50 mm dia,1329.06
2022,1,Trivandrum,Brass full way valve with C.I. wheel (screwed end) 65 mm dia,1671.78
2022,1,Trivandrum,Brass full way valve with C.I. wheel (screwed end) 80 mm dia,2609.0
2022,1,Trivandrum,Gunmetal non-return valve-horizontal (screwed end ) 25 mm dia,633.42
2022,1,Trivandrum,Gunmetal non-return valve-horizontal (screwed end ) 32 mm dia,969.9
2022,1,Trivandrum,Gunmetal non-return valve-horizontal (screwed end ) 40 mm dia,708.9
2022,1,Trivandrum,Gunmetal non-return valve-horizontal (screwed end ) 50 mm dia,1058.48
2022,1,Trivandrum,Gunmetal non-return valve-horizontal (screwed end ) 65 mm dia,1872.72
2022,1,Trivandrum,Gunmetal non-return valve-horizontal (screwed end ) 80 mm dia,2662.2
2022,1,Trivandrum,C.I.Sluice valve (with caps) class I : 100 mm dia,3026.34
2022,1,Trivandrum,C.I.Sluice valve (with caps) class I : 125 mm dia,3265.02
2022,1,Trivandrum,C.I.Sluice valve (with caps) class  I : 150 mm dia,4519.62
2022,1,Trivandrum,C.I.Sluice valve (with caps) class I : 200 mm dia,9412.56
2022,1,Trivandrum,C.I.Sluice valve (with caps) class I : 250 mm dia,13778.16
2022,1,Trivandrum,C.I.Sluice valve (with caps) class : 300 mm dia,19449.36
2022,1,Trivandrum,Vitreous China flat back wash basin 630x450 mm,918.0
2022,1,Trivandrum,Vitreous China angle back wash basin 600x480 mm,1621.8
2022,1,Trivandrum,Vitreous china angle back wash basin 400x400 mm,638.24
2022,1,Trivandrum,C.P. brass waste 32 mm,116.85
2022,1,Trivandrum,C.P. brass waste 40 mm,143.84
2022,1,Trivandrum,Vitreous china India type w.c. pan size 580 mm,839.46
2022,1,Trivandrum,Vitreous China orrisa type w.c. pan size 580 mm,1007.16
2022,1,Trivandrum,Vitreous china pedestal type wate closet,1218.8
2022,1,Trivandrum,Bolts and nuts 16 mm dia 60 mm long,25.6
2022,1,Trivandrum,Bolts and nuts 16 mm dia 65 mm long,24.3
2022,1,Trivandrum,Bolts and nuts 20 mm dia 65 mm long,26.3
2022,1,Trivandrum,Bolts and nuts 20 mm dia 70 mm long,27.6
2022,1,Trivandrum,Bolts and nuts 20 mm dia 75 mm long,29.0
2022,1,Trivandrum,Bolts and nuts 20 mm dia 80 mm long,30.3
2022,1,Trivandrum,Bolts and nuts 24 mm dia 85 mm long,40.0
2022,1,Trivandrum,Bolts and nuts 24 mm dia 90 mm long,45.0
2022,1,Trivandrum,Bolts and nuts 27 mm dia 100 mm long,48.0
2022,1,Trivandrum,White vitreous china dual purpose closet (Anglo Indian W.C.) suitable for use as squatting pan or European type water closet as per manufacture's specifications,1858.2
2022,1,Trivandrum,"Floor mounted white vitrous china double trap syphonic WC with 10 litre cistern and all fittings, seat cover etc",11581.48
2022,1,Trivandrum,Vitreous china foot rests 250x125x25 mm,148.17
2022,1,Trivandrum,Fly ash,16.0
2022,1,Trivandrum,Common burnt clay F.P.S. (non modular) bricks tile class designation 10,7694.0
2022,1,Trivandrum,Common burnt clay modular bricks class designation 12.5,7950.0
2022,1,Trivandrum,Carriage of Steam coal,0.0
2022,1,Trivandrum,Carriage of Bricks,0.0
2022,1,Trivandrum,Carriage of Stone aggregate below 40 mm nominal size,0.0
2022,1,Trivandrum,Carriage of Coarse sand,0.0
2022,1,Trivandrum,Carriage of Timber,0.0
2022,1,Trivandrum,Carriage of Steel,0.0
2022,1,Trivandrum,Carriage of Stone aggregate 40 mm nominal size and above,0.0
2022,1,Trivandrum,Carriage of Brick tiles,0.0
2022,1,Trivandrum,Carriage of Lime,0.0
2022,1,Trivandrum,Carriage of Cement,0.0
2022,1,Trivandrum,Carriage of Tar bitumen,0.0
2022,1,Trivandrum,Carriage of Soling stone & masonry stone,0.0
2022,1,Trivandrum,Carriage of Stone blocks white & red sand stone & Kota stone slab,0.0
2022,1,Trivandrum,Carriage of S.W. pipes 100 mm dia,0.0
2022,1,Trivandrum,Carriage of S.W. pipes 150 mm dia,0.0
2022,1,Trivandrum,Carriage of S.W. pipes 200 mm dia,0.0
2022,1,Trivandrum,Carriage of S.W. pipes 250 mm dia,0.0
2022,1,Trivandrum,Carriage of S.W. pipes 300 mm dia,0.0
2022,1,Trivandrum,Carriage of Good earth,0.0
2022,1,Trivandrum,Carriage of Dump manure,0.0
2022,1,Trivandrum,Carriage of Brick aggregate,0.0
2022,1,Trivandrum,Carriage of Fine sand (1 part badarpur sand : 2 parts jamuna sand,0.0
2022,1,Trivandrum,Carriage of  Flyash,0.0
2022,1,Trivandrum,Carriage of Rubbish,251.0
2022,1,Trivandrum,Carriage of Moorum,0.0
2022,1,Trivandrum,Carriage of Surkhi,0.0
2022,1,Trivandrum,Carriage of Stone dust,0.0
2022,1,Trivandrum,Carriage of Marble dust and marble chips,0.0
2022,1,Trivandrum,Carriage of G.I. pipes below 100 mm dia,0.0
2022,1,Trivandrum,Carriage of Stainless Steel pipes below 100 mm dia,0.0
2022,1,Trivandrum,Carriage of A.C. Sheet and accessories,0.0
2022,1,Trivandrum,Carriage of  R.C. C pipes 100 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C.Pipes 150 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C. Pipes 250 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C. Pipes 300 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C. Pipes 450 & 500 mm dia,0.0
2022,1,Trivandrum,Carriage of G.I. Sheet and accessories,0.0
2022,1,Trivandrum,"Carriage of R.C.C. Pipes 600,700,750 & 800  mm dia",0.0
2022,1,Trivandrum,Carriage of Plaster of paris,0.0
2022,1,Trivandrum,Carriage of Cast iron fittings,0.0
2022,1,Trivandrum,Carriage of Red bajri,0.0
2022,1,Trivandrum,Carriage of Barbed wire,0.0
2022,1,Trivandrum,Carriage of Sludge,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 100 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 125 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 150 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 200 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 250 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 300 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 350 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 400 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 450 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 500 mm dia,0.0
2022,1,Trivandrum,Carriage of Spun iron S & S pipes 600 mm dia,0.0
2022,1,Trivandrum,Carriage of C.I. pipes 500 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C. pipes 900 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C. pipes 1000 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C. pipes 1100 mm dia,0.0
2022,1,Trivandrum,Carriage of R.C.C. pipes 1200 mm dia,0.0
2022,1,Trivandrum,Carriage of Jamuna sand,0.0
2022,1,Trivandrum,Carriage of R.C.C. pipe above 1200 mm dia and upto 1800 mm dia,0.0
2022,1,Trivandrum,Carriage of Pig lead,0.0
2022,1,Trivandrum,Carriage of Solvent/ Diesel,0.0
2022,1,Trivandrum,Carriage of Ductile iron pipes (K7) 100 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 150 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 200 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 250 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 300 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 350 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 400 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 450 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 500 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 600 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 700 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 800 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 900 mm dia,0.0
2022,1,Trivandrum,Carriage of Cast iron pipes 1000 mm dia,0.0
2022,1,Trivandrum,Carriage of Bamboo Mat corrugated sheets and accessories,0.0
2022,1,Trivandrum,Strips-Aluminium fluted 3.15 mm thick and 150 mm wide,286.0
2022,1,Trivandrum,Strips-Aluminium fluted 3.15 mm thick and 200 mm wide,419.6
2022,1,Trivandrum,1 mm thick Sstainless Steel Cover plate grade 304,357.3
2022,1,Trivandrum,Coupler 16 mm dia,126.0
2022,1,Trivandrum,Coupler 20 mm dia,130.6
2022,1,Trivandrum,Coupler 25 mm dia,180.3
2022,1,Trivandrum,Coupler 28 mm dia,262.3
2022,1,Trivandrum,Coupler 32 mm dia,320.3
2022,1,Trivandrum,Complete Roof Joint of 100 mm,5535.0
2022,1,Trivandrum,Complete Roof Joint of 150 mm,5914.0
2022,1,Trivandrum,Complete Roof Joint of 200 mm,6159.0
2022,1,Trivandrum,Epoxy adhesive,294.0
2022,1,Trivandrum,Floor Joint of 100 mm,5541.0
2022,1,Trivandrum,Floor Joint of 150 mm,6159.0
2022,1,Trivandrum,Floor Joint of 200 mm,6648.0
2022,1,Trivandrum,Float glass sheet of nominal thickness 4 mm (weight not less than 10 kg/sqm),499.0
2022,1,Trivandrum,Float glass sheet of nominla thickness 5.5 mm (weight not less than 13.50 Kg/ sqm),621.0
2022,1,Trivandrum,Float glass sheet of nominal thickness 8 mm (weight not less than 20.00 kg/sqm),908.0
2022,1,Trivandrum,Wall Joint of 100 mm,4304.0
2022,1,Trivandrum,Wall Joint of 150 mm,4926.0
2022,1,Trivandrum,Wall Joint of 200 mm,5049.0
2022,1,Trivandrum,Play wood 5 play with commericila ply on both faces 6 mm thick,465.0
2022,1,Trivandrum,12 mm commercial ply,736.0
2022,1,Trivandrum,18 mm thick block board with commercial ply veneering on both side,990.0
2022,1,Trivandrum,21 mm thick clear toughened Laminated glass for fins with holes,8082.0
2022,1,Trivandrum,Hollock ballies 125 mm diameter,50.0
2022,1,Trivandrum,"Oxidised mild steel pull bolt lock (locking bolt) of size 85 mm x 42 mm with screws, bolts, nuts and washers complete",66.0
2022,1,Trivandrum,"Brass cupboard lock 6 levers of approved quality, 40 mm size",91.0
2022,1,Trivandrum,"Brass upboard lock 6 levers of approved quality,  50 mm  size",103.0
2022,1,Trivandrum,"Brass cupboard lock 6 levers of approved quality,  65 mm size",110.0
2022,1,Trivandrum,"Brass cupboard lock 6 levers of approved quality,  75 mm size",136.0
2022,1,Trivandrum,Brass hanging type door stopper 150 mm,95.0
2022,1,Trivandrum,Hydraulic door closer bottle type M.S. body with necessary accessories and screw complete,1358.0
2022,1,Trivandrum,Anodised Aluminium hanging type door stopper,38.0
2022,1,Trivandrum,"Anodised Aluminium pull bolt lock (locking bolt) of size 85 mmx42 mm wutg screws, bolts, nuts and washers complete",87.0
2022,1,Trivandrum,Anodised Aluminium Casement stay 250 mm,79.0
2022,1,Trivandrum,Hollock wood in scantling,407.0
2022,1,Trivandrum,"Chromium plated Brass pull bolt lock (locking bolt) of size 85 mmx42 mm with screws, bolts, nuts and washers complete",208.0
2022,1,Trivandrum,Nickeled Chromium Brass cupboard lock 40 mm size,85.0
2022,1,Trivandrum,Nickeled Chromium Brass cupboard lock 50 mm size,97.0
2022,1,Trivandrum,Nickeled Chromium Brass cupboard lock 65 mm size,109.0
2022,1,Trivandrum,Nickeled Chromium Brass cupboard lock 75 mm size,138.0
2022,1,Trivandrum,Ply wood 5 ply with teak ply on both faces 9 mm thick,1271.0
2022,1,Trivandrum,Ply wood 5 ply with teak ply on one faces and commercial ply on another face 9 mm thick,1253.7
2022,1,Trivandrum,Ply wood 75 ply with teak ply on one face and commercial ply on another face 9 mm thick,1311.45
2022,1,Trivandrum,Pre- laminated with decorative lamination on both side exterior Grade - I MDF Board 12 mm thick confirming to IS:14587,1117.2
2022,1,Trivandrum,Pre - laminated with decorative lamination on both side exterior Grade - I MDF Board 18 mm thick confiriming to IS:14587,1353.45
2022,1,Trivandrum,Pre- laminated with decorative lamination side and other side balancing lamination exterior Grade - I MDF Board 25 mm thick confirming to IS: 14587,1593.9
2022,1,Trivandrum,Pre- laminated with decorative lamination side and other side balancing lamination exterior Grade - I MDF Board 12 mm thick Confirming to IS:14587,955.5
2022,1,Trivandrum,Pre-laminated with decorative lamination one side and other side balancing lamination exterior Grade- I MDF Board 18 mm thick confirming to IS:14587,1197.0
2022,1,Trivandrum,PVC edge bending tape 2.00 mm thick,63.0
2022,1,Trivandrum,Pre laminated both side solid foam uPVC profile (45x20mm),196.35
2022,1,Trivandrum,Solid foam uPVC sheet 20mm thick prelaminated on both side,2847.6
2022,1,Trivandrum,PVC edge beading,63.0
2022,1,Trivandrum,Expandable fastner with plastic sleeve,16.8
2022,1,Trivandrum,Cost of Neelgiri/Maxican grass truf sqm,105.0
2022,1,Trivandrum,Extra for selectd planks of second class deodar wood,157.5
2022,1,Trivandrum,Kiln seasoning of timber,971.25
2022,1,Trivandrum,Hollock wood in planks,484.05
2022,1,Trivandrum,Carben Steel galvanised dash fastner (min 5 micron) of 10 mm dia double threaded 608 grade counter sunk head screw comprising of 10 mm dia polyamide PA 6 grade sleave.  Size 10 mm x 60 mm,329.7
2022,1,Trivandrum,Carben Steel galvanised dash fastner (min 5 micron) of 10 mm dia double threaded 6.8 grade counter sunk head screw comprising of 10 mm dia polyamide PA 6 grade sleave.  Size 10 mm x mm,385.35
2022,1,Trivandrum,Carben Steel galvanised dash fastner ( min 5 micron) of 10 mm dia double threaded 6.8 grade counter sunk head screw comprising of 10 mm dia polyamide PA 6 grade sleave.  Size 10 mm x 120 mm,475.65
2022,1,Trivandrum,"Carben steel galvanised dash fastner (min 5 micron) of 10 mm dia double threaded 6.8 grade sleave, Size 10 mm x 140 mm",588.0
2022,1,Trivandrum,Carben Steel galvanised dash fastner ( min 5 micron) of 10 mm dia double threaded 6.8 grade counter sunk head screw comprising of 10 mm dia polyamide PA 6 grade sleave.  Size 10 mm x 160 mm,743.47
2022,1,Trivandrum,Common burnt clay F.P.S. (non modular) bricks class designation 7.5,8373.4
2022,1,Trivandrum,Common burnt clay F.P.S. (non modular) bricks class designation 5.00,7329.0
2022,1,Trivandrum,"Weather/structural non sage elastomeric PU sealant (600ml Sausage) for joints in RCC/ Brick/ Stone/ Wood/ Ceramic/ Gypsum/ Alluminium work complying to ASTM C920, DIN 18540- F & ISO 11600 incl all taxes",699.3
2022,1,Trivandrum,Structural sealant- 6mm x12 mm,71.4
2022,1,Trivandrum,Spacer tape 6.4 mm thick x 6 mm wide,32.55
2022,1,Trivandrum,Weather Sealant - Non Staining (600 ml),626.85
2022,1,Trivandrum,Weather Sealant - Normal (300 ml),234.15
2022,1,Trivandrum,MS Brackets / Aluminium Alloy Brackets,210.0
2022,1,Trivandrum,Silicon Gasket in kg (Above 50 g/m),781.2
2022,1,Trivandrum,EPDM Gasket in kg(Above 60 g / m),259.35
2022,1,Trivandrum,Anchor Fastner - M10,148.05
2022,1,Trivandrum,SS Bolt with washer of sizes for structural glazing / ACP Cladding,53.55
2022,1,Trivandrum,SS Screws of sizes for structural glazing /ACP Cladding,11.55
2022,1,Trivandrum,Protective Tape,42.0
2022,1,Trivandrum,GI flashing - 1.2 mm thick,89.25
2022,1,Trivandrum,6 mm thick High performance glass,2500.05
2022,1,Trivandrum,6 mm thick clear heat strengthened glass,1005.9
2022,1,Trivandrum,6 mm thick clear heat strengthened glass,200.55
2022,1,Trivandrum,ARMS GS HD - TOP HUNG -20,2030.7
2022,1,Trivandrum,Connective Block,54.6
2022,1,Trivandrum,Curtain wall striker,136.5
2022,1,Trivandrum,Adjustable Fastening Pawl,50.4
2022,1,Trivandrum,Corner drive,382.2
2022,1,Trivandrum,Top wedge block,179.55
2022,1,Trivandrum,Glass wool Density 48 kg/m3 with Block Glass Tissue (BGT),300.3
2022,1,Trivandrum,SS Screws - #8x19,15.75
2022,1,Trivandrum,Weather Sealant - DC 789,191.1
2022,1,Trivandrum,Cement Board,339.15
2022,1,Trivandrum,Baker rod,11.55
2022,1,Trivandrum,4 mm thick ACP,1861.65
2022,1,Trivandrum,Fire Stop,730.8
2022,1,Trivandrum,GI/Aluminium Sheet (0.8 mm thick),114.45
2022,1,Trivandrum,"GI Screws of guage 10, length 25 mm for fixing cement fibre board to C Section",9.87
2022,1,Trivandrum,"GI Screws of guage 10, length 45 mm for fixing cement fibre board to C Section",9.87
2022,1,Trivandrum,Vapour barrier,224.7
2022,1,Trivandrum,"Clear toughned interlayed, non-wired fire resistant glass panes of minimum 11 mm thickness (120 minutes fire rating)",31022.25
2022,1,Trivandrum,G.I. U beading of 1.6 mm thick G.I. sheet with ceramic tape,315.0
2022,1,Trivandrum,Ceramic tape 5x20 mm size,526.05
2022,1,Trivandrum,Aluminium Strip 40 mm wide and 2 mm thick,294.0
2022,1,Trivandrum,Truf Paver (500 x 500x 40 mm),1413.3
2022,1,Trivandrum,Ceremic Tiles Pieces for Crazy Flooring,181.65
2022,1,Trivandrum,White marble makrana second quality plain veined stone pieces for crazy flooting,185.85
2022,1,Trivandrum,FS800H Grade Flooring Panel (Size 600 mmx600 mmx32 mm),973.35
2022,1,Trivandrum,ZInc Electroplated Pedestals - 300 mm,220.5
2022,1,Trivandrum,Zinc Electroplated Pedestals - 450 mm,263.55
2022,1,Trivandrum,Zinc Electroplated Tube stringer,95.55
2022,1,Trivandrum,Machine Screw for Fixing,4.31
2022,1,Trivandrum,8 mm thick granite stone tiles (mirror polished of all shades),1037.4
2022,1,Trivandrum,8 mm thick marble tiles (polished) Raj Nagar,520.8
2022,1,Trivandrum,Stone Aggregate (Single size): 100 mm nominal size,1789.2
2022,1,Trivandrum,Stone Aggregate (single size) : 80 mm nominal size,1901.55
2022,1,Trivandrum,Stone chippings/ screenings 4.75 mm nominla size,2625.0
2022,1,Trivandrum,Stone chippings/ screenings 150 micron nominal size,2625.0
2022,1,Trivandrum,Over burnt (Jhama) Brick Aggregate: 120 mm to 40 mm size,494.55
2022,1,Trivandrum,Over burnt (jhama) Brick Aggregate: 90 mm to 40 mm siize,520.8
2022,1,Trivandrum,Stone chippings/screenings 12.5/13.2 mm nominal size,2261.7
2022,1,Trivandrum,Stone Chippings/ screenings 10/ 11.2 mm nominal size,2261.7
2022,1,Trivandrum,Solvent,86.1
2022,1,Trivandrum,Paving Asphalt VG-10 of approved quality,48216.0
2022,1,Trivandrum,Polyvinyl chloride sheet 400 micron thick,51.45
2022,1,Trivandrum,Stone ware spouts 100 mm dia 60 cm long,51.45
2022,1,Trivandrum,Galvanised steel corrugated sheets,7875.0
2022,1,Trivandrum,Gunmetal non-return valve-vertical (screwed end)25 mm dia,563.85
2022,1,Trivandrum,Gunmetal non-return valve-vertical (screwed end)32 mm dia,710.85
2022,1,Trivandrum,Gunmetal non-return valve-vertical (screwed end) 40 mm dia,1037.4
2022,1,Trivandrum,Gunmetal non-return valve-vertical (screwed end) 50 mm dia,1467.9
2022,1,Trivandrum,Gunmetal non-return valve-vertical (screwed end) 65 mm dia,2586.15
2022,1,Trivandrum,Vitreous china Surgeon type wash basin of size 660x460 mm,1423.8
2022,1,Trivandrum,"600x120 mm glass shelf with anodised aluminium angle frame, C.P. brass brackets and guard rail of standard size",325.5
2022,1,Trivandrum,Vitreous china flat back wash basin 550x400 mm,864.15
2022,1,Trivandrum,Gunmetal non-return valve-verticlal (screwed end) 80 mm dia,3877.65
2022,1,Trivandrum,C.I. sluice valve (with caps) class II : 100 mm dia,3761.1
2022,1,Trivandrum,C.I. sluice valve (with caps) class II : 125 mm dia,4523.4
2022,1,Trivandrum,C.I. sluice valve (with caps) class II : 150 mm dia,5556.6
2022,1,Trivandrum,C.I. sluice valve (with caps) class II : 200 mm dia,11897.55
2022,1,Trivandrum,C.I. sluice valve (with caps) class II : 250 mm dia,19117.35
2022,1,Trivandrum,C.I. sluice valve (with caps) class II : 300 mm dia,23895.9
2022,1,Trivandrum,15 mm Battery Based Sensor Pillar Cock,7524.3
2022,1,Trivandrum,CP Brass Union 40 mm dia,257.25
2022,1,Trivandrum,"C.C.I. (spun) socketed soil, waste and vent pipe 1.80 metres long : 100 mm dia",1617.0
2022,1,Trivandrum,"C.C.I (spun) socketed soil, waste and vent pipe 1.80 meters long : 75 mm dia",1278.0
2022,1,Trivandrum,S.C.I. S&S bends with access door 100 mm dia,385.2
2022,1,Trivandrum,S.C.I. S&S bends with access door 75 mm dia,318.86
2022,1,Trivandrum,S.C.I. S&S bend 100 mm dia,354.17
2022,1,Trivandrum,S.C.I. S&S bend 75 mm dia,262.15
2022,1,Trivandrum,S.C.I. S&S heel rest sanitary  bend 100 mm dia,396.97
2022,1,Trivandrum,S.C.I S&S heel rest sanitary bend 75 mm dia,335.98
2022,1,Trivandrum,S.C.I. S&S single equal junctions 100x100x100 mm,629.16
2022,1,Trivandrum,S.C.I. S&S single equal junctions 75x75x75 mm,440.84
2022,1,Trivandrum,S.C.I. S&S single equal junctions wtih access door 100x100x100 mm,660.19
2022,1,Trivandrum,S.C.I. S&S single equal junctions with access door 75x75x75 mm,497.55
2022,1,Trivandrum,S.C.I. S&S double equal junctions 100x100x100x100 mm,822.83
2022,1,Trivandrum,S.C.I. S&S double equal junctions 75x75x75x75 mm,616.32
2022,1,Trivandrum,S.C.I. S&S double equal junctions with access door 100x100x100x100 mm,818.55
2022,1,Trivandrum,S.C.I. S&S double equal junctions with access door 75x75x75x75 mm,638.79
2022,1,Trivandrum,S.C.I. S&S single unequal junctions 100x100x75 mm,756.49
2022,1,Trivandrum,S.C.I. S&S single unequal junctions with access door 100x100x75 mm,848.51
2022,1,Trivandrum,S.C.I. S&S double unequal junctions 100x100x75x75 mm,1059.3
2022,1,Trivandrum,S.C.I. S&S double unequal junctions with access door 100x100x75x75,1125.64
2022,1,Trivandrum,S.C.I. S&S single equal invert branch of required degree 100x100x100 mm dia,568.17
2022,1,Trivandrum,S.C.I. S&S single equal invert branch of required degree 75x75x75 mm dia,432.28
2022,1,Trivandrum,S.C.I. S&S double equal invert branch of required degree 100x100x100x100 mm dia,704.06
2022,1,Trivandrum,S.C.I. S&S double equal invert branch of required degree 75x75x75x75 mm dia,568.17
2022,1,Trivandrum,S.C.I. S&S single unequal invert branch of required degree 100x100x75 mm dia,723.32
2022,1,Trivandrum,S.C.I. S&S double unequal invert branch of required degree 100x100x75x75xmm dia,959.79
2022,1,Trivandrum,"S.C.I. S&S, 75 mm offsets for 75 mm dia pipe",301.74
2022,1,Trivandrum,"S.C.I. S&S, 150 mm offset for 75 mm dia pipe",380.92
2022,1,Trivandrum,"S.C.I. S&S, 150 mm offset for 100 mm dia pipe",516.81
2022,1,Trivandrum,"S.C.I. S&S, 114 mm offset for 75 mm dia pipe",399.11
2022,1,Trivandrum,"S.C.I. S&S, 114 mm offset for 100 mm dia pipe",508.79
2022,1,Trivandrum,"S.C.I S&S, 152 mm offset for 75 mm dia pipe",473.69
2022,1,Trivandrum,"S.C.I. S&S, 152 mm offset for 100 mm dia pipe",618.46
2022,1,Trivandrum,"S.C.I. S&S, door peeces 100 mm dia",530.72
2022,1,Trivandrum,"S.C.I. S&S, door pieces 75 mm dia",394.72
2022,1,Trivandrum,"S.C.I. S&S, Slotted Cowl (Terminal Guard) 100 mm",464.92
2022,1,Trivandrum,"S.C.I. S&S, Slotted Cowl (Terminal Guard) 75 mm",399.11
2022,1,Trivandrum,"S.C.I. S&S, collars 100 mm",333.31
2022,1,Trivandrum,"S.C.I. S&S, collars 75 mm",228.02
2022,1,Trivandrum,"S.C.I. S&S, 75 mm offset for 75 mm dia pipe",289.44
2022,1,Trivandrum,"S.C.I. S&S, 75 mm offset for mm dia pipe",482.46
2022,1,Trivandrum,Vitreous china toilet paper holder of standard size,188.5
2022,1,Trivandrum,560 mm dia cover with frame (Heavy duty),11074.0
2022,1,Trivandrum,560 mm dia cover without frame (Heavy duty),6154.0
2022,1,Trivandrum,"Galvanized iron (1.6 +/- 0.2 mm) thick reinforcement for small series casement window/ door frame, sash, mulion & small series sliding window frame",91.3
2022,1,Trivandrum,"Galvanized iron (1.6 +/- 0.2mm) thick reinforcement for big series casement window/ door frame, sash mullion & small series sliding window frame",98.0
2022,1,Trivandrum,Galvanized iron (1.6 +/- 0.2mm) thick reinforcement for big series casement door sash,126.0
2022,1,Trivandrum,Galvanized iron (1.6 +/- 0.2mm) thick reinforcement for big series sliding window/ door sash,124.0
2022,1,Trivandrum,G. I fasteners 100 x 8 mm,35.0
2022,1,Trivandrum,Stainless steel (Grade - 304) hollow section round/square tubes,349.0
2022,1,Trivandrum,Stainless steel bolts /square bar and plates,178.0
2022,1,Trivandrum,Pressed steel door fames (mild steel sheet 1.60 mm ) Profile,285.0
2022,1,Trivandrum,Pressed steel door fames (mild steel sheet 1.60 mm ) Profile,326.0
2022,1,Trivandrum,Pressed steel door fames (mild steel sheet 1.60 mm ) Profile,355.0
2022,1,Trivandrum,Mild steel tubes hot finished welded type,94.0
2022,1,Trivandrum,Mild steel tubes hot finished seamless type,100.0
2022,1,Trivandrum,Mild steel tubes electric resistant or induction butt welded,105.6
2022,1,Trivandrum,Circular C.I. Bok for ceiling fan,88.0
2022,1,Trivandrum,Pulley 40 mm dia,43.66
2022,1,Trivandrum,Aluminium primer,154.0
2022,1,Trivandrum,Red oxide Zinc chromate primer,162.0
2022,1,Trivandrum,Copper acetate,375.0
2022,1,Trivandrum,Hydrochloric acid,51.0
2022,1,Trivandrum,Copper chloride,375.0
2022,1,Trivandrum,Copper nitrate,277.0
2022,1,Trivandrum,Ammonium chloride,33.0
2022,1,Trivandrum,Mobil oil,355.0
2022,1,Trivandrum,ss pipe 304 grades with press fit technology as per JIS 3448 Standard 48.60 mm outer dia,847.0
2022,1,Trivandrum,Coloured inter locking C.C. paver block,660.0
2022,1,Trivandrum,White marble slab Makrana second quality plain veined 18 mm thick,2343.0
2022,1,Trivandrum,Pink marble slab plain 18 mm thick,802.0
2022,1,Trivandrum,Udaypur green marble slab plain 18 mm thick,990.0
2022,1,Trivandrum,Black Zebra Marble slab plain 18 mm thick,744.0
2022,1,Trivandrum,Sand zone V (jamina),1400.0
2022,1,Trivandrum,Brass 100 mm mortice latch and lock with 6 levers without pair of handles,373.0
2022,1,Trivandrum,Pair Anodised Aluminium lever handles for 100 mm mortice latch and lock,413.33
2022,1,Trivandrum,Vitreous china flat back wash basin 450x300 mm,685.36
2022,1,Trivandrum,Vitreous china 10 litres low level cistern without fittings,1037.92
2022,1,Trivandrum,Vitreous china 10 litres low level cistern with fittings,1719.12
2022,1,Trivandrum,F.P.S. (non modular) clay fly ash bricks class designation 7.5,6850.0
